DO,pH,Alkalinity,Hardness,Nitrite,H2S,Salinity,Ammonia,Temperature,WSS,AHPND,TSV,YHV
6.02,8,117,117,0.45,0.27,21.25,0.99,31,0,0,0,0
5.24,9.5,105,89,0.49,0.3,14,0.86,33.56,0,1,0,1
5.26,8.7,116,231,0.39,0.01,20.79,1.53,28.61,0,1,0,1
4.61,7.5,100,129,0.3,0.24,12.18,0.53,35.52,0,0,0,1
6.46,9.5,105,223,0.27,0.01,11.68,3.61,35.31,0,1,0,1
7.27,7.1,102,170,0.35,0.29,16.76,2.91,31.9,1,1,0,1
4.41,6.8,111,250,0.45,0.35,24.64,0.88,33.76,1,1,0,1
4.34,7.2,122,162,0.36,0.09,19.96,0.63,30.31,0,1,0,0
6.94,7.1,100,163,0.42,0.28,17.28,5.37,35.59,1,1,0,1
6.22,9.1,74,235,0.19,0.01,16.71,0.99,33.07,0,1,0,1
6.67,8.5,115,180,0.4,0.26,21.72,0.47,28.64,0,0,0,0
6.41,9.8,121,175,0.48,0.03,21.82,5.61,36.61,0,1,0,1
3.72,8.8,86,150,0.31,0.1,23.66,0.77,35.33,1,1,1,1
7.98,7.1,114,230,0.48,0.34,21.18,0.91,28.38,1,1,0,0
5.24,8.5,91,243,0.5,0.37,18.76,3.41,31.62,0,1,0,1
6.92,8.9,92,229,0.45,0.29,24.25,1.17,29.26,0,1,0,1
4.14,7.7,113,223,0.36,0.22,14.32,4.55,28.64,0,1,0,0
6.39,9.9,112,221,0.31,0.02,19.42,2.51,35.22,0,1,0,1
5.25,8,86,300,0.4,0.37,17.94,4.17,31.51,0,0,0,0
7.1,8.8,89,88,0.56,0.22,16.01,5.21,30.66,0,1,0,1
5.32,8.5,101,111,0.45,0.17,19.69,0.56,30.7,0,1,0,1
6.25,9.9,93,100,0.53,0.24,23.86,3.06,28.13,0,1,0,1
3.25,9.2,90,126,0.42,0.05,22.97,2.03,29.33,1,1,1,1
4.94,8.4,102,63,0.48,0.01,16.91,0.83,34.92,0,1,0,1
5.23,9.6,110,211,0.39,0.24,22.31,3.04,28.11,0,1,0,1
6.36,9.7,86,249,0.39,0.33,12.27,0.46,35.92,0,1,0,1
6.87,9.8,88,163,0.39,0.09,18.41,5.03,34.95,0,1,0,1
7.56,8.8,95,267,0.4,0.16,20.13,0.51,36.9,0,1,0,1
7.36,8.2,102,144,0.42,0.21,12.99,0.98,31.4,0,1,0,1
6.77,9.8,91,189,0.53,0.01,15.63,0.57,36.35,0,1,0,1
8.24,7.4,118,198,0.31,0.37,14.03,0.42,34.03,1,1,0,1
5.18,9.4,97,165,0.51,0.2,21.49,5.85,32.79,0,1,0,1
5.74,9.8,79,208,0.3,0.31,17.84,0.95,30.09,0,1,0,1
7.53,8.4,79,301,0.45,0.14,22,0.35,36.14,0,0,0,1
5.42,9.2,121,143,0.24,0.37,20.87,0.64,29.69,0,0,0,0
6.5,9,111,170,0.34,0.4,19.02,1.6,36.19,0,1,0,1
8.11,8,98,217,0.16,0.19,18.9,4.22,33.24,0,0,0,1
6.24,8.8,101,169,0.51,0.36,22.87,2.44,29.59,0,1,0,1
4.68,8.1,102,200,0.57,0.4,24.53,0.68,31.08,0,0,0,1
6.52,9.8,118,251,0.43,0.15,22.43,0.86,30.47,0,1,0,1
7.76,7.1,118,161,0.41,0.05,22.13,0.8,31.29,1,1,0,1
4.58,9.2,110,148,0.71,0.22,24.61,1.34,36.85,0,1,0,1
5.44,9.1,109,276,0.39,0.34,22.09,4.77,31.58,0,1,0,1
7.88,7.4,116,242,0.5,0.17,19.6,0.35,29.85,1,1,0,0
4.25,6.3,103,274,0.42,0.27,21,3.55,28.09,1,1,0,0
7.96,9.2,127,166,0.38,0.32,21.91,0.45,36.77,0,0,0,1
5.54,9.2,118,237,0.47,0.32,20.31,0.13,34.35,0,0,0,1
7.08,8.3,112,159,0.34,0.3,21.56,0.81,34.63,0,1,0,1
6.98,7.9,105,214,0.63,0.09,21.02,5.27,32.74,0,0,0,1
7.25,6.6,71,84,0.45,0.13,19.55,0.33,30.67,1,1,1,1
4.32,7.7,96,169,0.4,0.03,19.37,0.82,35.8,0,1,0,1
7.03,7.2,90,180,0.48,0.08,14.6,0.44,31.21,1,1,0,1
7.39,7.2,105,175,0.24,0.34,24.96,4.43,32.62,1,1,0,1
7.29,5.6,108,206,0.3,0.27,22.5,0.81,36.74,1,1,0,1
7.99,7.7,89,185,0.49,0.15,18.18,0.72,31.45,0,0,0,1
5.21,8.9,110,281,0.35,0.16,15,0.66,30.62,0,1,0,0
7.25,8.1,103,254,0.33,0.37,22.62,0.63,29.86,0,0,0,1
7.54,9.1,98,231,0.35,0.38,24.85,0.8,28.64,0,1,0,1
5.88,9.3,103,251,0.23,0.25,24.05,0.3,36.67,0,0,0,1
3.21,7.4,71,173,0.38,0.3,24.05,3.83,32.23,1,1,1,1
6.86,8.1,80,181,0.8,0.36,24.38,4.25,35.03,0,1,0,1
6.86,7.3,112,176,0.36,0.35,20.86,0.19,33.53,1,1,0,1
5.93,6.4,114,164,0.48,0.08,22.52,4.81,30.94,1,1,0,0
7.49,5.9,104,100,0.25,0.36,18.62,0.66,32.81,1,1,0,1
7.2,8.4,126,223,0.36,0.04,24.94,0.35,31.27,0,0,0,1
6.45,7.3,117,271,0.56,0.18,20.36,0.55,34.07,1,1,0,1
5.01,9.3,131,269,0.49,0.34,14.79,0.63,31.71,0,0,0,0
5.01,7.6,104,211,0.28,0.37,23.03,4.32,32.72,0,0,0,1
6.32,9.4,122,223,0.57,0.18,16.02,0.23,29.01,0,0,0,0
7.66,7.3,104,215,0.29,0.29,24.6,0.99,35.47,1,1,0,1
4.3,7.6,81,267,0.36,0.1,16.04,0.69,32.93,0,1,0,0
4.45,8.1,101,211,0.46,0.27,22.55,5.43,28.7,0,1,0,1
5.94,8.6,98,199,0.26,0.23,15.49,0.34,30.2,0,0,0,1
4.1,7.5,100,177,0.2,0.24,17.59,4.43,28.62,0,1,0,0
4.94,9.9,95,95,0.49,0.24,13.33,0.43,34.44,0,1,0,1
4.06,8,83,172,0.15,0.02,20.93,1.62,31.47,0,0,0,1
5.46,8,132,219,0.54,0.15,22.7,3.84,33.21,0,0,0,1
5.41,8.2,92,156,0.62,0.21,21.97,0.47,30.42,0,0,0,1
6.39,9,112,197,0.31,0.04,24.76,0.72,31.69,0,1,0,1
4.13,6.7,131,194,0.37,0.08,22.7,1.53,28.73,0,1,0,0
5.22,8,104,155,0.55,0.37,22.35,2.74,32.81,0,0,0,1
6.95,7.4,89,220,0.45,0.22,23.33,3.53,35.84,1,1,0,1
6.68,9,113,267,0.52,0.12,21.86,1.62,30.54,0,1,0,1
6.73,7.4,109,218,0.22,0,14.43,0.25,32.36,1,1,0,1
5.44,8.3,132,209,0.36,0.23,20.36,3.86,33.09,0,1,0,1
6.98,9.1,111,158,0.52,0.39,23.06,5.41,30.05,0,1,0,1
5.98,7.4,119,238,0.31,0.32,17.91,1.93,34.25,1,1,0,1
5.81,7.2,83,294,0.48,0.13,24.52,0.05,35.27,1,1,0,1
4.97,6.8,95,218,0.55,0.13,11.16,0.98,34.2,1,1,0,1
3.53,8.9,99,144,0.36,0.36,19.75,5.73,36.33,1,1,1,1
4.97,7.4,105,236,0.38,0.37,19.57,0.77,29.67,1,1,0,0
5.21,8.5,105,324,0.23,0.25,23.65,5.86,31.21,0,1,0,0
4.15,8.1,102,132,0.56,0.16,16.66,4.63,32.57,0,1,0,1
3.55,9.3,123,141,0.24,0.03,23.04,0.42,32.66,1,1,1,1
5.52,8,131,148,0.19,0.39,21,1.42,31.48,0,0,0,1
6.08,7.7,87,142,0.49,0.07,24.58,0.41,30.86,0,0,0,1
5.64,7.7,130,189,0.53,0.29,14.71,5.86,35.69,0,0,0,1
5.51,7.3,114,211,0.39,0.27,17.1,2.8,32.9,1,1,0,1
5.66,9.6,95,114,0.51,0.3,23.5,0.92,34.07,0,1,0,1
6.01,8.2,117,282,0.37,0.39,19.4,2.08,31.32,0,1,0,0
4.52,7.4,134,234,0.52,0.07,13.72,4.81,35.97,0,0,0,1
4.22,7.8,113,173,0.51,0.22,24.45,2.31,35.66,0,1,0,1
6.99,7.8,119,163,0.31,0.2,12.28,5.56,28.51,0,0,0,0
4.61,7.5,80,234,0.72,0.38,10.89,0.4,31.44,0,0,0,1
6.21,7,104,117,0.43,0.23,12.82,0.55,30.37,1,1,0,0
5.76,8.7,94,144,0.55,0.01,20.7,5.9,28.5,0,1,0,1
5.65,9.1,106,189,0.39,0.1,24.06,0.48,34.36,0,1,0,1
5.35,7.8,110,106,0.5,0.01,14.52,4.31,36.2,0,0,0,1
5.95,8.5,98,114,0.42,0.12,19.21,3.56,34.57,0,1,0,1
7.76,8.7,111,177,0.67,0.07,12.16,0.23,30.21,0,0,0,0
6.39,9.6,133,210,0.7,0.09,22.74,5.74,28.37,0,1,0,0
5.21,8.5,114,195,0.53,0.11,22.58,1.49,34.62,0,1,0,1
6.65,7.7,82,248,0.22,0.28,20.22,0.4,30.43,0,0,0,1
7.09,9.8,117,221,0.38,0.26,19.48,2.26,35.21,0,1,0,1
5.63,8.1,117,202,0.46,0.28,14.76,1.34,29.65,0,1,0,1
3.96,7.6,81,200,0.33,0.09,12.73,0.91,35.63,1,1,0,1
4.71,7.5,84,225,0.28,0.39,21.03,0.43,36.42,0,0,0,1
6.98,8.1,93,176,0.5,0.12,10.78,0.72,34.84,0,1,0,1
7,8.2,120,240,0.51,0.23,24.11,0.83,29.34,0,0,0,0
5.2,8.3,146,256,0.45,0.04,22.01,1.87,29.44,0,1,0,0
6.14,8.7,118,286,0.52,0.01,16.27,0.57,28.97,0,1,0,0
6.06,6.5,116,187,0.47,0.4,17.82,0.06,36.56,1,1,0,1
7.18,7.6,89,198,0.56,0.19,10.21,2.01,28.08,0,0,0,1
6.31,7.2,111,225,0.73,0.07,10.54,4.63,28.76,1,1,0,0
5.75,7.5,109,216,0.55,0.06,16.07,0.83,31.74,0,0,0,1
3.07,8.1,138,158,0.41,0.01,24.3,0.02,31.42,0,0,1,1
6.66,7.9,132,232,0.33,0.28,14.27,2.73,33.12,0,0,0,1
4.27,7.4,114,260,0.42,0.12,24.03,0.65,34.33,1,1,0,1
6.83,9.7,89,225,0.4,0.39,16.53,0.76,30.8,0,1,0,1
5.87,9.1,108,250,0.24,0.26,20.78,3.91,34.8,0,1,0,1
5.78,8.2,102,237,0.5,0.03,22.65,3.99,31.11,0,1,0,1
3.87,8,100,145,0.33,0.01,23.47,0.08,28.9,0,0,0,0
5.74,8.2,96,177,0.58,0.31,11.59,0.11,34.09,0,0,0,1
4.17,6.4,116,152,0.42,0.25,14.83,0.16,31.33,1,1,0,1
5.35,6.5,93,123,0.41,0.01,12.3,5.39,31.48,1,1,1,1
6.04,8.3,98,176,0.45,0.38,13.29,0.77,34.09,0,1,0,1
4.12,8.2,82,173,0.38,0.25,10.99,0.9,32.83,0,1,0,1
9.14,7.3,108,163,0.4,0.26,20.37,4.5,31.09,1,1,0,1
6.67,7.7,116,172,0.21,0.01,20.29,0.96,30.93,0,0,0,0
4.47,8.8,105,146,0.62,0.38,24.84,0.77,29.19,0,1,0,1
3.84,8.4,107,118,0.51,0.28,19.43,5.45,35.71,1,1,1,1
3.59,6.4,100,318,0.43,0.18,22.45,3.86,33.07,1,1,1,1
3.41,7.6,128,172,0.46,0.24,23.28,1.88,34.13,1,1,1,1
5.48,9.6,83,174,0.6,0.12,23.74,0.76,32.33,0,1,0,1
7.41,8.3,84,173,0.53,0.02,14.17,5.99,28.92,0,1,0,1
5.27,7.8,117,303,0.27,0.2,19.71,5.26,34,0,0,0,0
6.18,9.4,125,210,0.3,0.33,22.5,4.81,28.26,0,1,0,0
6.04,8.6,108,149,0.39,0.32,15.56,0.41,29.3,0,0,0,1
6.39,7.5,101,182,0.42,0.09,23.99,0.7,36.01,0,0,0,1
7.78,9.7,117,272,0.41,0.31,17.58,0.46,32.13,0,0,0,0
6.23,7,121,171,0.53,0.12,23.63,0.39,35.25,0,0,0,1
7.39,9.6,97,77,0.3,0.19,21.12,1.41,30.63,0,1,0,1
4.9,9.6,102,96,0.4,0.22,22.23,0.65,30.5,0,1,0,1
8.38,9.5,87,200,0.4,0.31,11.55,0.61,32.31,0,1,0,1
5.96,9.6,114,235,0.31,0.11,15.11,5.34,28.49,0,1,0,1
5.31,7.5,95,199,0.47,0.14,11.67,0.69,31.07,0,0,0,1
4.7,7.6,120,167,0.23,0.19,14.32,0.14,31.88,0,0,0,1
6.42,6.4,127,239,0.3,0.4,20.56,0.51,35.27,0,0,0,1
5.63,9.8,97,160,0.44,0.21,12.56,2.92,32.6,0,1,0,1
3.91,8.4,81,190,0.64,0.26,24.62,0.13,31.21,1,1,1,1
6.98,8,95,225,0.28,0.35,20.52,1.33,32.89,0,0,0,1
4.35,8.4,113,213,0.66,0.03,22.8,0.95,30.75,0,1,0,1
6.3,7.2,103,290,0.3,0.14,17.86,0.58,33.68,1,1,0,0
6.11,8.1,102,193,0.25,0.03,22.7,1.41,34.71,0,1,0,1
7.13,6.8,100,162,0.44,0.25,24.92,5.16,33.17,1,1,0,1
8.09,7.9,135,98,0.17,0.32,11.36,5.73,34.14,0,0,0,1
7.64,9.3,113,252,0.33,0.21,20.76,5.98,35.62,0,1,0,1
5.89,8.4,104,194,0.29,0.04,13.55,2.6,29.85,0,1,0,1
5.38,7.3,93,239,0.43,0.04,20.13,0.82,35.4,1,1,0,1
6.82,7.9,85,249,0.43,0.24,22.26,0.25,29.96,0,0,0,1
4.58,9,118,227,0.21,0.39,19.65,0.97,36.53,0,1,0,1
6.39,9.3,122,126,0.33,0,20.5,2.95,34.7,0,1,0,1
6.5,8.4,104,164,0.5,0.03,20.29,5.99,28.04,0,1,0,1
4.21,9.1,88,148,0.62,0.35,23.97,3.7,31.26,0,1,0,1
4.05,8.6,124,190,0.2,0.06,17.23,2.47,34.51,0,1,0,1
6,8.3,90,140,0.33,0.17,23.47,4.06,32.46,0,1,0,1
7.79,5.5,91,175,0.38,0.11,13.92,0.84,35.61,1,1,1,1
6.11,6.3,75,245,0.41,0.18,21.75,1.3,28.63,1,1,1,1
8.35,8.2,78,246,0.53,0.11,10.21,2.16,34.48,0,1,0,1
6.75,8.8,87,290,0.1,0.1,18.93,0.67,28.4,0,1,0,0
7.33,7.9,68,151,0.53,0.12,13.78,2.31,28.05,0,0,0,1
6.3,7.8,94,221,0.29,0.32,21.17,0.09,28.72,0,0,0,1
7.78,7.3,106,86,0.3,0.15,24.97,3.01,34.11,1,1,0,1
5.34,8.7,98,207,0.45,0,20.95,5.64,34.36,0,1,0,1
5.99,8.6,114,144,0.46,0.01,19.53,0.92,32.28,0,1,0,1
4.68,8.2,134,191,0.35,0.35,18.4,4.26,33,0,0,0,1
9.56,7.6,105,206,0.34,0.1,13.61,3.84,34.74,0,0,0,1
4.77,7.3,92,185,0.37,0.12,17.28,3.9,30.46,1,1,0,1
5.94,8.3,113,190,0.39,0.3,22.85,0.79,29.1,0,1,0,1
6.88,5.9,90,144,0.35,0.25,23.93,0.32,29.49,1,1,1,1
4.22,6.7,111,236,0.36,0.33,22.92,0.53,34.66,1,1,0,1
6.82,8,146,176,0.37,0.25,21.55,0.65,31.05,0,0,0,1
6.42,9.1,113,106,0.25,0.14,23.5,3.43,31.85,0,1,0,1
7.67,9.3,101,233,0.19,0.38,15.14,0.81,36.35,0,1,0,1
7.38,8.8,115,235,0.4,0.17,11.38,0.01,29.09,0,0,0,0
4.49,8.7,89,101,0.32,0.34,11.19,2.47,32.74,0,1,0,1
3.88,9.2,123,173,0.32,0.04,22.87,5.6,33.04,1,1,0,1
5.73,8.7,91,209,0.27,0.29,19.57,0.42,29.09,0,1,0,1
6.62,7.6,130,198,0.55,0.32,24.17,4.45,28.22,0,0,0,0
6.04,8.8,109,261,0.17,0.23,20.91,0.85,29.33,0,1,0,1
6.23,7.1,106,237,0.4,0.19,20.81,0.21,36.55,1,1,0,1
5.99,9.6,118,208,0.54,0.23,10.21,0.74,29.24,0,1,0,1
7.55,7.3,106,239,0.46,0.24,17.86,0.76,34.1,1,1,0,1
9.93,7.6,86,152,0.39,0.02,23.89,0.32,34.07,0,0,0,1
7.96,8.3,79,140,0.62,0.04,11.43,0.62,35.32,0,1,0,1
6.84,9.6,107,202,0.56,0.18,11.67,4.12,29.02,0,1,0,1
8.27,8.2,111,107,0.41,0.03,10.5,1.78,28.85,0,1,0,1
5.84,8.6,83,210,0.4,0.32,22.55,0.73,35.55,0,1,0,1
8.12,8.1,100,166,0.49,0.13,23.54,5.43,29.24,0,1,0,1
6.73,7,98,199,0.39,0.14,11.97,0.71,30.29,1,1,0,1
3.51,9.6,92,95,0.27,0.13,17.17,1.66,32.75,1,1,1,1
4.68,9.7,97,194,0.51,0.05,19.89,0.21,29.84,0,0,0,1
6.6,9.3,126,196,0.22,0.25,24.34,2.37,28.78,0,1,0,0
6.47,7.7,86,182,0.34,0.32,19.48,3.9,34.42,0,0,0,1
4.6,8.2,103,186,0.47,0.32,24,0.62,33.29,0,0,0,1
7.9,9.8,112,244,0.37,0.32,12.36,0.09,31.25,0,0,0,1
8.65,8.5,120,157,0.54,0.29,20.93,4.42,33.76,0,1,0,1
6.93,8,81,147,0.62,0.08,23.78,5.34,34.77,0,0,0,1
6.12,8.1,122,313,0.27,0.38,19.49,2.37,32.89,0,0,0,0
4.55,7.4,85,63,0.39,0.37,19.03,0.45,32.48,1,1,0,1
8.88,8.4,131,265,0.54,0.16,12.1,0.28,29.39,0,0,0,0
4.46,9.6,85,208,0.35,0.38,13.97,4.03,29.36,0,1,0,1
5.2,8.2,116,234,0.43,0.11,15.48,0.37,35.75,0,0,0,1
5.83,9.1,117,127,0.34,0.25,15.72,4.59,28.63,0,1,0,1
6.65,7.2,95,198,0.32,0.4,14.74,5.52,28.56,1,1,0,1
8.36,9,121,221,0.58,0.22,13.32,0.26,28.54,0,0,0,0
5.16,7.7,109,143,0.32,0.36,23.53,1.84,36.67,0,0,0,1
4.47,9.3,115,150,0.29,0.21,18.71,0.35,28.8,0,1,0,0
3.9,8,100,127,0.2,0.22,22.68,0.6,29.73,1,1,0,1
7.44,7.6,117,221,0.56,0.02,24.87,4.65,29.46,0,0,0,0
5.24,7.7,100,296,0.47,0.19,23.32,2.03,30.21,0,0,0,0
4.18,8.2,91,118,0.49,0.11,11.31,3.67,30.51,0,1,0,1
8.65,8.3,98,215,0.54,0.15,14.11,4.79,29.59,0,1,0,1
5.25,7.7,112,237,0.22,0.39,21.36,0.22,29.38,0,0,0,0
4.14,8.4,102,185,0.4,0.14,16.23,0.45,28.37,0,1,0,1
6,7.9,79,48,0.34,0.16,22.81,2.43,31.2,0,0,0,1
4.83,9.6,99,200,0.52,0.33,12.66,1.74,28.29,0,1,0,1
5.31,8.8,100,155,0.6,0.24,17.42,0.58,34.26,0,1,0,1
8.25,9.2,84,195,0.53,0.11,17.64,0.69,30.9,0,1,0,1
5.16,9.1,87,234,0.51,0.1,19.92,0.56,28.41,0,1,0,1
6.78,9.5,84,221,0.26,0.34,22.37,0.61,30.28,0,1,0,1
6.62,9.6,137,216,0.38,0.01,18.74,1.52,28.51,0,1,0,0
4.52,6.8,115,196,0.35,0.36,20.92,2.31,28.01,1,1,0,0
7.8,8.7,107,253,0.61,0.1,19.94,0.51,35.74,0,1,0,1
5.66,7.5,73,151,0.14,0.15,20.4,0.07,35.28,0,0,0,1
4.77,7.6,112,146,0.31,0.04,23.29,0.56,34.56,0,0,0,1
7.13,9.1,102,184,0.29,0.19,20.13,5.81,29.57,0,1,0,1
5.55,7.8,80,198,0.46,0.26,19.96,2.72,31.28,0,0,0,1
6.92,9,95,97,0.55,0.39,10.83,0.75,30.82,0,1,0,1
6.29,9.4,117,126,0.17,0.02,13.66,0.5,32.44,0,1,0,1
6.56,7.3,104,156,0.26,0.05,14.03,3.49,28.39,1,1,0,0
6.17,7.8,79,182,0.79,0.07,20.48,5.6,31.74,0,0,0,1
7.49,9.2,97,138,0.3,0.35,22.03,5.91,29.58,0,1,0,1
5.28,7.5,91,121,0.56,0.12,23.61,1.77,28.22,0,0,0,1
6.48,9.2,84,133,0.5,0.2,14.64,2.74,31.43,0,1,0,1
5.41,9.7,115,270,0.45,0.25,17.18,1.55,31.26,0,1,0,0
5.54,8.5,93,163,0.31,0.06,10.04,0.4,30.6,0,0,0,1
8.01,7.7,112,315,0.33,0.37,21.94,0.75,32.28,0,0,0,0
7.17,7.7,130,263,0.32,0.03,20.89,5.8,34.42,0,0,0,1
6.58,8.3,132,129,0.5,0.15,18.74,2.14,35.74,0,1,0,1
6.77,8.2,125,162,0.41,0.17,24.95,0.15,33.36,0,0,0,1
6.39,9.9,104,198,0.31,0.05,16.51,3.9,30.84,0,1,0,1
3.86,9.6,93,216,0.37,0.09,14.06,0.3,29.66,1,1,0,1
6.02,8.2,114,156,0.34,0.25,13.73,0.87,35.11,0,1,0,1
6.52,9,115,142,0.44,0.08,13.78,0.71,31.84,0,1,0,1
5.32,9.7,108,237,0.56,0.26,16.79,0.35,33.29,0,0,0,1
7.08,8.9,83,176,0.34,0.16,20.91,0.95,29.78,0,1,0,1
7.97,7.6,127,321,0.52,0.01,17.3,3.26,31.05,0,0,0,0
7.96,7.3,103,265,0.25,0.05,15.27,0.53,36.11,1,1,0,0
5.34,8.9,101,213,0.53,0.14,20.82,4.9,35.12,0,1,0,1
4.73,8.8,102,216,0.71,0.11,19.37,2.38,31.71,0,1,0,1
5.09,9.3,99,223,0.46,0.22,17.64,0.12,29.81,0,0,0,1
7.13,7.8,131,158,0.44,0.3,14.63,0.61,29.19,0,0,0,0
6.58,7.8,90,128,0.28,0.13,20.14,3.56,33.13,0,0,0,1
4.53,9.2,92,209,0.3,0.1,21.63,0.38,28.32,0,1,0,1
5.82,9.6,116,103,0.46,0.07,11.42,4.62,35.13,0,1,0,1
4.53,9.6,99,186,0.44,0.11,14.7,0.93,32.67,0,1,0,1
6.72,7.4,98,115,0.32,0.01,19.62,4.31,36.01,1,1,0,1
4.52,7.1,103,179,0.46,0.04,23.39,0.38,28.68,1,1,0,0
4.03,8,102,287,0.19,0.29,16.8,0.56,33.47,0,1,0,0
4.59,8.4,101,215,0.13,0.31,14.81,5.61,30.71,0,1,0,1
5.05,9.3,111,157,0.37,0.33,19.8,3.16,29.58,0,1,0,1
8.51,7.7,131,208,0.48,0.23,20.26,0.72,28.05,0,0,0,0
5.49,8.3,110,222,0.49,0.24,17.4,4.89,32.72,0,1,0,1
8.32,9.1,100,193,0.43,0.28,12,2.41,34.55,0,1,0,1
6.98,7.9,103,172,0.46,0.13,14.38,0.61,32.79,0,0,0,1
5.5,9.7,76,137,0.34,0.38,13.46,3.69,29.52,0,1,0,1
6.59,7.7,122,216,0.5,0.16,24.4,5.33,29.84,0,0,0,0
6.05,9.8,76,230,0.22,0.4,21.5,4.67,36.04,0,1,0,1
6.15,6.9,126,167,0.4,0.21,20.5,0.31,29.03,0,0,0,0
3.34,8,124,215,0.35,0.14,24.71,4.33,34.83,1,1,1,1
4.8,8.2,97,333,0.22,0.18,20.54,0.14,31.88,0,0,0,0
6.3,7.7,87,195,0.54,0.24,20.38,0.63,32.73,0,0,0,1
3.93,8.3,86,173,0.39,0.02,19.66,2.61,34.47,1,1,0,1
7.41,8.1,133,216,0.38,0.23,10.7,0.62,31.8,0,0,0,1
6.58,7.8,110,192,0.23,0,12,2.28,35.27,0,0,0,1
4.83,8.3,97,238,0.53,0.34,10.79,3.71,34.74,0,1,0,1
5.03,7.9,82,206,0.53,0.13,21.48,0.07,28.12,0,0,0,1
5.77,9.3,105,186,0.52,0.17,11.97,0.69,31.61,0,1,0,1
5.58,6.6,129,151,0.4,0.06,21.37,0.43,31.26,0,0,0,1
9.21,7.5,102,60,0.47,0.32,20.68,4.42,28.64,0,0,0,0
7.48,6.4,98,122,0.44,0.16,24,3.43,31.96,1,1,0,1
7.32,7.5,103,182,0.34,0.24,24.38,1.87,31.75,0,0,0,1
3.91,7.3,106,153,0.48,0.02,12.18,1.52,28.36,1,1,0,1
4.66,9.1,104,186,0.41,0.18,13.36,0.51,32.28,0,1,0,1
4.27,9,102,225,0.28,0.13,18.22,0.52,28.09,0,1,0,1
6.85,9.8,102,234,0.23,0.28,16.81,0.16,33.97,0,0,0,1
6.92,9.2,98,113,0.32,0.24,10.81,0.38,31.91,0,1,0,1
5.99,8,76,183,0.43,0.2,23.76,0.37,29.73,0,0,0,1
5.96,5.9,99,196,0.57,0.16,24.99,0.5,30.6,1,1,0,1
5.44,9.8,95,248,0.43,0.24,22.25,0.84,28.06,0,1,0,1
6.4,6.2,96,216,0.22,0.25,21.34,0.22,34.64,1,1,0,1
5.78,7.6,111,195,0.65,0.23,24.74,0.4,32.34,0,0,0,1
5.6,7.5,125,176,0.3,0.37,18.52,2.71,31.81,0,0,0,1
9.73,9.1,88,191,0.5,0.19,11.73,0.9,29.21,0,1,0,1
6.83,9.2,70,184,0.4,0.28,19.19,0.09,28.81,0,1,0,1
6.16,6,88,99,0.32,0.33,21.31,0.18,31.16,1,1,1,1
4.96,9.4,104,256,0.46,0.4,22.37,0.59,28.52,0,1,0,1
5.33,8.2,93,185,0.47,0.31,13.18,2.17,35.12,0,1,0,1
7.84,9.1,130,240,0.44,0.22,23.71,0.8,35.1,0,0,0,1
7.16,7.1,121,90,0.31,0.12,21.25,2.92,28.64,0,0,0,0
5.05,8.8,103,232,0.26,0.27,11.84,3.69,28.59,0,1,0,1
8.19,8.4,82,267,0.3,0.36,19.12,2.54,32.25,0,1,0,0
6.03,8.4,98,177,0.34,0.15,23.97,0.5,35.51,0,0,0,1
6.76,9.1,99,160,0.41,0.17,22.37,0.48,33.98,0,1,0,1
8.3,8.6,89,195,0.54,0.18,10.5,5.17,34.32,0,1,0,1
3.1,8.3,100,133,0.51,0.28,15.68,4.3,33.37,1,1,1,1
7.33,7,87,199,0.37,0.01,23.98,0.51,31.54,1,1,0,1
4.25,7.9,104,223,0.54,0.35,11.31,0.42,35.71,0,1,0,1
7.14,7.2,105,144,0.3,0.07,10.17,2.2,35.33,1,1,0,1
3.38,7.9,103,176,0.39,0.04,20.51,0.7,30.45,1,1,1,1
4.11,8.2,88,225,0.29,0.25,20.32,1.68,35.32,0,1,0,1
6.01,8.7,127,135,0.31,0.05,13.37,0.21,29.61,0,0,0,0
6.81,7.2,93,151,0.33,0.08,17.95,0.66,32.95,1,1,0,1
6.97,7.9,77,192,0.33,0.19,23.72,4.02,35.99,0,0,0,1
7.55,7.7,100,225,0.66,0.35,21.01,1.96,28.33,0,0,0,0
7.7,9.1,123,156,0.47,0.02,13.94,0.75,32.93,0,0,0,1
3.72,8.8,116,174,0.44,0.17,14.9,4.3,34.68,1,1,1,1
3.14,7.9,125,126,0.52,0.01,23.14,1.2,28.26,0,0,1,0
8.37,9.2,98,326,0.32,0.32,20.41,0.99,28.3,0,1,0,0
4.79,9.1,109,192,0.48,0.18,23.34,0.32,34.84,0,0,0,1
5.06,7.2,109,143,0.33,0.27,20.87,2.52,35.75,1,1,0,1
5.58,7,113,235,0.38,0.38,24.28,1.88,34.88,1,1,0,1
6.87,8.4,117,233,0.62,0.14,21.92,0.21,29.34,0,0,0,0
4.12,7.5,116,245,0.54,0.39,23.99,5.99,35.89,0,1,0,1
4.8,8.7,100,215,0.46,0.1,23.39,0.74,32.73,0,1,0,1
5.6,7.7,60,180,0.49,0.08,24.49,3.12,34.1,0,0,0,1
5.41,9.9,84,174,0.44,0.02,21.14,2.47,34.06,0,1,0,1
6.44,8.5,99,141,0.23,0.16,23.35,1.44,29.66,0,1,0,1
7.05,8.3,122,162,0.34,0.18,22.34,0.66,32.91,0,0,0,1
